region;code_parcelle;ID_Parcelle;plante_reference;commune;code_postal;code_insee;parcelle_active;nom_parcelle;lieu_dit;climat;typo_pays_principale;bassin_prod__principal;typo_pays_secondaire;bassin_prod__secondaire;topographie;altitude;pourcent_pente;surface;plan_eau;exposition;orientation_vent;enclave;corridor;drain;commentaire_parcelle;orientation_rang_vigne;annee_plantation_vigne;ecart_rang_vigne;precedent_cultural_vigne;desifection_vigne;fumigation_vigne;devitalisation_cep_vigne;arrachage_avec_defonc_vigne;arrachage_sans_defonc_vigne;apport_fumure_vigne;nature_fumure_vigne;tonnage_vigne;fractionnement_vigne;commentaire_vigne;derniere_modif_parcelle_par;derniere_modif_parcelle_le;derniere_modif_donnees_agro_par;derniere_modif_donnees_agro_le;derniere_modif_pratiques_par;derniere_modif_pratiques_le;ID;NOM;NOM_M;INSEE_COM;SAU_2020;SAU_BIO_20;IFT_H0;IFT_T0;IFT_T_hbc0;IFT_T_HH0;cod_c_maj;cod_c_hbc;cod_c_h;c_maj;c_ift_h;c_ift_hbc;p_bio_0;p_bc_0;IFT_T;IFT_T_hbc;IFT_H;IFT_T_HH;IFT_HHhbc;IFTbc;p_bio;p_bc;p_sau
BRETAGNE;BLEBNE1;191;Ble;ELLIANT;29370;29049;t;Kervriou;Kervriou;OcÃ©anique;Bocage Ã  dominante polyculture Ã©levage;Zone de polyculture-Ã©levage;Information inconnue;Zone de polyculture-Ã©levage;Bas de coteau;150;2 Ã  5 %;8.00;f;Plein soleil;Ouest;f;t;f;;;;;;;;;;;;;;;;Louis LEROUX;10/06/2020;Isabelle SENEGAS;11/06/2023;Isabelle SENEGAS;11/06/2023;COMMUNE_0000000009741446;Elliant;ELLIANT;29049;4906.3;505.35;0.85;1.87;1.84;1.02;MIS;MIS;MIS;Maïs;Maïs;Maïs;10;1;1.87;1.84;0.85;1.02;1;0.02;10;1;69
GRAND-EST;AL015;458;Mais;ELSENHEIM;67390;67121;t;BRUEHLY;BRUEHLY;Semi-continental nord;Paysage mixte;Zone de grandes cultures;Bocage Ã  dominante polyculture Ã©levage;Zone de grandes cultures;Plaine;180;Nulle;1.04;f;Plein soleil;Sud-Ouest;f;t;f;;;;;;;;;;;;;;;;Mathie COMPAGNONE;12/08/2022;Mathie COMPAGNONE;07/07/2022;Claire GILBERT;27/01/2023;COMMUNE_0000000009740322;Elsenheim;ELSENHEIM;67121;750.82;75.53;1.26;2.73;2.71;1.47;MIS;MIS;MIS;Maïs;Maïs;Maïs;10;1;2.73;2.71;1.26;1.47;1.45;0.02;10;1;78
OCCITANIE;LR_V_34_6;64;Vigne;ENTRE VIGNES;34400;34246;t;La coste;le Brignon;MÃ©diterranÃ©en, zone de l'olivier;Paysage mixte;Bassin viticole;;Bassin viticole;Haut de coteau;50;2 Ã  5 %;0.84;f;Plein soleil;Nord-Est;f;t;f;;Dans le sens de la pente ;1985;2.50;Information inconnue;;f;f;t;f;f;;0.0;0.0;;Camila ANDRADE;05/06/2019;Barbara CICHOSZ;20/11/2018;Barbara CICHOSZ;20/11/2018;COMMUNE_0000002200276536;Entre-Vignes;ENTRE-VIGNES;34246;920.05;244.36;0.43;6.15;4.8;5.72;vigne;vigne;PCH;Vigne;Pois chiche;Vigne;27;22;6.15;4.8;0.43;5.72;4.37;1.35;27;22;54
CENTRE-VAL DE LOIRE;Centre-29;175;Ble;EOLE-EN-BEAUCE;28150;28406;f;Cote MÃ©rÃ©;bisseau;Semi-ocÃ©anique Ã  semi-continental;Open field;Zone de grandes cultures;BÃ¢tis, milieu rural;Zone de grandes cultures;Plaine;150;Nulle;21.00;f;Plein soleil;Ouest;f;t;f;;;;;;;;;;;;;;;;Maryse MERIEAU;28/04/2022;Thomas GAUJARD;21/12/2018;Maryse MERIEAU;10/02/2020;COMMUNE_0000000009740952;Éole-en-Beauce;EOLE-EN-BEAUCE;28406;9311.54;464.36;1.8;5.22;5.21;3.42;BDH;BDH;BDH;Blé dur d’hiver;Blé dur d’hiver;Blé dur d’hiver;5;0;5.22;5.21;1.8;3.42;3.41;0.01;5;0;89
NORMANDIE;14170-CA14-02;478;Ble;EPANEY;14170;14240;f;Les Marelles;;OcÃ©anique Ã  semi-ocÃ©anique nord;Open field;Zone de grandes cultures;Paysage mixte;Zone de grandes cultures;Plateau;90;1 Ã  2%;3.70;f;Plein soleil;;f;t;f;;;;;;;;;;;;;;;;Emmanuel GSELL;16/01/2020;Julien BENOIST;18/09/2019;;;COMMUNE_0000000009735652;Épaney;EPANEY;14240;904.89;0;1.61;4.45;4.44;2.85;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;0;0;4.45;4.44;1.61;2.85;2.84;0.01;0;0;78
GRAND-EST;54179;443;Ble;EPLY;54610;54179;t;Eply;Haut de la Borne;Semi-ocÃ©anique Ã  semi-continental;Paysage mixte;Zone de grandes cultures;Milieux aquatiques, zones humides;Zone de grandes cultures;Plateau;235;1 Ã  2%;5.00;f;Plein soleil;Ouest;f;f;f;;;;;;;;;;;;;;;;Flavie PETITDEMANGE;14/06/2022;Julien GRAND;08/06/2023;Julien GRAND;08/06/2023;COMMUNE_0000000009734863;Éply;EPLY;54179;981.92;204.35;1.06;2.54;2.52;1.48;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;21;1;2.54;2.52;1.06;1.48;1.46;0.02;21;1;86
NORMANDIE;27223-cerfrance nm-01;321;Ble;EPREVILLE-EN-ROUMOIS;27310;27085;f;Ilot 2 Bosc Follet;Bosc Follet;OcÃ©anique Ã  semi-ocÃ©anique nord;Open field;Zone de polyculture-Ã©levage;;Zone de polyculture-Ã©levage;Plateau;135;1 Ã  2%;6.00;f;Plein soleil;Ouest;f;t;f;;;;;;;;;;;;;;;;Emmanuel GSELL;03/02/2022;Lucie GALLART;14/01/2019;Lucie GALLART;15/01/2019;COMMUNE_0000000009732640;Flancourt-Crescy-en-Roumois;FLANCOURT-CRESCY-EN-ROUMOIS;27085;1491.8;0.79;1.7;5.2;5.15;3.51;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;0;1;5.2;5.15;1.7;3.51;3.45;0.06;0;1;78
CENTRE-VAL DE LOIRE;RC-19;126;Ble;ESCRENNES;45300;45137;t;les 23;MalvallÃ©e;Semi-ocÃ©anique Ã  semi-continental;Open field;Zone de grandes cultures;Information inconnue;Zone de grandes cultures;Plateau;118;Nulle;13.63;f;Plein soleil;Sud-Ouest;f;f;f;;;;;;;;;;;;;;;;Maryse MERIEAU;09/06/2021;Wendy BARRE-LUCAS;12/12/2022;Wendy BARRE-LUCAS;13/01/2023;COMMUNE_0000000009741635;Escrennes;ESCRENNES;45137;851.82;11.9;1.87;4.79;4.78;2.92;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;1;0;4.79;4.78;1.87;2.92;2.91;0.01;1;0;74
HAUTS-DE-FRANCE;59127ESN;417;Ble;ESNES;59127;59209;t;Le filet;;OcÃ©anique Ã  semi-ocÃ©anique nord;Open field;Zone de grandes cultures;Open field;Zone de grandes cultures;Plaine;100;1 Ã  2%;10.10;f;Plein soleil;Ouest;f;f;f;;;;;;;;;;;;;;;;Samuel BUECHE;23/07/2020;Samuel BUECHE;30/01/2023;Samuel BUECHE;30/01/2023;COMMUNE_0000000009728631;Esnes;ESNES;59209;1233.53;40.9;1.66;5.7;5.63;4.04;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;3;1;5.7;5.63;1.66;4.04;3.96;0.07;3;1;85
NOUVELLE-AQUITAINE;AQ-023;22;Mais;ESPIENS;47600;47090;t;AQ-023;Ladonne;Semi-ocÃ©anique Ã  semi-continental;Paysage mixte;Zone de grandes cultures;BÃ¢tis, milieu rural;Zone de grandes cultures;Bas de coteau;190;Nulle;1.60;f;Plein soleil;Ouest;f;f;f;;;;;;;;;;;;;;;;Nathalie DASTE;13/06/2021;CÃ©lia PETITCOLLIN;03/04/2023;CÃ©lia PETITCOLLIN;03/04/2023;COMMUNE_0000000009758046;Espiens;ESPIENS;47090;1317.18;150.11;1.16;3.28;3.12;2.11;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;11;5;3.28;3.12;1.16;2.11;1.95;0.16;11;5;75
AUVERGNE-RHÃ”NE-ALPES;AUV63-2;171;Mais;ESPIRAT;63160;63154;t;REIGNAT;REIGNAT;Semi-continental sud;Open field;Zone de grandes cultures;Information inconnue;Zone de grandes cultures;Plaine;350;5 Ã  10 %;2.56;f;Plein soleil;Nord-Ouest;f;t;f;;;;;;;;;;;;;;;;Eva FICHET;29/06/2021;Eva FICHET;30/04/2020;Eva FICHET;29/06/2021;COMMUNE_0000000009752075;Espirat;ESPIRAT;63154;343.3;3.93;1.43;3.26;3.26;1.83;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;1;0;3.26;3.26;1.43;1.83;1.83;0;1;0;78
HAUTS-DE-FRANCE;PIC 28;253;Salade;ESQUENNOY;60120;60221;t;Le chassis;Ferme du Chassis;Semi-ocÃ©anique Ã  semi-continental;Paysage mixte;Zone maraÃ®chÃ¨re;BÃ¢tis, milieu rural;Zone maraÃ®chÃ¨re;Plaine;49;Nulle;0.05;f;Semi ombragÃ©;Sud-Ouest;f;t;f;;;;;;;;;;;;;;;;Vincent DUVAL;25/03/2021;Audrey WARIN;29/04/2020;Audrey WARIN;22/10/2020;COMMUNE_0000000009730351;Esquennoy;ESQUENNOY;60221;878.84;64.32;1.75;4.75;4.74;3;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;7;0;4.75;4.74;1.75;3;2.99;0.01;7;0;89
OCCITANIE;MP_GASC_AD_M5;249;Mais;ESTANG;32240;32127;t;Malepague;Malepague;OcÃ©anique Ã  semi ocÃ©anique sud;Bocage Ã  dominante polyculture Ã©levage;;;;Plateau;75;1 Ã  2%;4.16;f;Plein soleil;Ouest;t;t;f;;;;;;;;;;;;;;;;Camila ANDRADE;05/06/2019;Barbara CICHOSZ;18/10/2021;Barbara CICHOSZ;19/10/2021;COMMUNE_0000000009759110;Estang;ESTANG;32127;1121.51;162.48;0.48;5.97;5.22;5.49;vigne;vigne;MIS;Vigne;Maïs;Vigne;14;13;5.97;5.22;0.48;5.49;4.74;0.75;14;13;49
OCCITANIE;MP_GASC_AD_M6;153;Mais;ESTANG;32240;32127;t;Cabanas;Cabanas;OcÃ©anique Ã  semi ocÃ©anique sud;Bocage Ã  dominante polyculture Ã©levage;;;;Plateau;120;2 Ã  5 %;3.43;f;Plein soleil;Sud-Est;f;t;f;;;;;;;;;;;;;;;;Barbara CICHOSZ;29/10/2021;Barbara CICHOSZ;29/10/2021;Barbara CICHOSZ;29/10/2021;COMMUNE_0000000009759110;Estang;ESTANG;32127;1121.51;162.48;0.48;5.97;5.22;5.49;vigne;vigne;MIS;Vigne;Maïs;Vigne;14;13;5.97;5.22;0.48;5.49;4.74;0.75;14;13;49
HAUTS-DE-FRANCE;PIC 06;331;Mais;ESTREES-MONS;80203;80557;t;Camp 1 B;terrain aviation;OcÃ©anique;Open field;Zone de grandes cultures;Open field;Zone de grandes cultures;Plateau;84;Nulle;4.20;f;Plein soleil;Sud-Ouest;f;f;f;;;;;;;;;;;;;;;;Rosemonde DEVAUX-RAMETTE;19/11/2021;Rosemonde DEVAUX-RAMETTE;19/11/2021;Rosemonde DEVAUX-RAMETTE;19/11/2021;COMMUNE_0000000009729174;Estrées-Mons;ESTREES-MONS;80557;1213.18;1.48;1.77;6.12;6.09;4.35;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;0;0;6.12;6.09;1.77;4.35;4.32;0.03;0;0;79
HAUTS-DE-FRANCE;Pic 35;568;Ble;ESTREES-SAINT-DENIS;60190;60223;t;Pic 35;Le moulin;OcÃ©anique Ã  semi ocÃ©anique sud;Open field;Zone de grandes cultures;Paysage mixte;Zone de grandes cultures;Plaine;80;1 Ã  2%;15.00;f;Plein soleil;Ouest;f;f;f;parcelle BIO, proche d'une pÃ¢ture de chevaux;;;;;;;;;;;;;;;Alexis BLIOT;15/12/2022;Alexis BLIOT;15/12/2022;Alexis BLIOT;15/12/2022;COMMUNE_0000000009731721;Estrées-Saint-Denis;ESTREES-SAINT-DENIS;60223;597.3;42.61;1.59;4.29;4.3;2.7;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;7;0;4.29;4.3;1.59;2.7;2.71;0;7;0;74
CENTRE-VAL DE LOIRE;CE-40/37 CK;125;Salade;ESVRES;37320;37104;f;Les CoudriÃ¨res;les coudriÃ¨res;Semi-ocÃ©anique;Paysage mixte;Autres;BÃ¢tis, milieu rural;Autres;Plaine;60;Nulle;1.00;f;Plein soleil;Sud-Ouest;f;t;f;Bordure supprimÃ©e dÃ©but 2018 / Parcelle remplacÃ©e par Centre-42;;;;;;;;;;;;;;;Camila ANDRADE;03/06/2019;Maryse MERIEAU;20/05/2019;Maryse MERIEAU;20/05/2019;COMMUNE_0000000009746050;Esvres;ESVRES;37104;1488.64;116.01;1.26;3.01;2.93;1.75;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;8;3;3.01;2.93;1.26;1.75;1.67;0.08;8;3;42
ILE-DE-FRANCE;IF_077_06;218;Mais;EVRY-GREGY-SUR-YERRE;77166;77175;t;Chemin de la MarniÃ¨re;La ChardonniÃ¨re;Semi-ocÃ©anique;Paysage mixte;Zone de polyculture-Ã©levage;Paysage mixte;Zone de polyculture-Ã©levage;Plaine;94;2 Ã  5 %;1.65;f;Plein soleil;Ouest;f;f;f;;;;;;;;;;;;;;;;MarlÃ¨ne MOITY;28/07/2020;MarlÃ¨ne MOITY;21/10/2022;MarlÃ¨ne MOITY;21/10/2022;COMMUNE_0000000009737920;Évry-Grégy-sur-Yerre;EVRY-GREGY-SUR-YERRE;77175;1384.83;0;1.89;5;4.96;3.11;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;0;1;5;4.96;1.89;3.11;3.07;0.04;0;1;73
GRAND-EST;55272;209;Ble;FAINS-VEEL;55000;55186;t;franches terres;VÃ©el;Semi-continental nord;Paysage mixte;Zone de polyculture-Ã©levage;BÃ¢tis, milieu rural;Zone de polyculture-Ã©levage;Plateau;272;Nulle;15.60;f;Plein soleil;Nord-Est;f;t;f;culture pluriannuelle (prairie temporaire depuis 2019);;;;;;;;;;;;;;;Lorraine BERTHAUD-BRIARD;23/05/2023;Lorraine BERTHAUD-BRIARD;05/05/2023;Lorraine BERTHAUD-BRIARD;04/05/2023;COMMUNE_0000000009736407;Fains-Véel;FAINS-VEEL;55186;893.52;0;1.06;2.54;2.52;1.48;PPH;BTH;BTH;Prairie permanente - herbe prédominante (ressources fourragères ligneuses absentes ou peu présentes);Blé tendre d’hiver;Blé tendre d’hiver;0;1;2.54;2.52;1.06;1.48;1.46;0.02;0;1;48
AUVERGNE-RHÃ”NE-ALPES;RA_M08;467;Mais;FARAMANS;38260;38161;t;Clapier Manin;Parassac;Semi-continental sud;Open field;Zone de grandes cultures;Paysage mixte;Zone de grandes cultures;Plaine;365;Nulle;5.07;f;Plein soleil;Nord;f;t;f;;;;;;;;;;;;;;;;Camille BAGNIS;08/06/2021;Camille BAGNIS;08/06/2023;Camille BAGNIS;11/06/2023;COMMUNE_0000000009753514;Faramans;FARAMANS;38161;551.54;1.17;1.06;2.75;2.72;1.68;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;0;1;2.75;2.72;1.06;1.68;1.65;0.03;0;1;51
BOURGOGNE-FRANCHE-COMTÃ‰;BOURG-17-BH;57;Ble;FAUVERNEY;21110;21261;t;paquier du denoge;paquier du denoge;Semi-continental nord;Paysage mixte;Autres;;Autres;Plaine;;Nulle;9.58;f;Plein soleil;Nord;f;f;f;;;;;;;;;;;;;;;;Camila ANDRADE;29/05/2019;Christophe BENAS;17/12/2020;Christophe BENAS;17/12/2020;COMMUNE_0000000009745928;Fauverney;FAUVERNEY;21261;451.36;0;1.27;3.92;3.9;2.65;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;0;0;3.92;3.9;1.27;2.65;2.63;0.02;0;0;52
BOURGOGNE-FRANCHE-COMTÃ‰;BOURG-18-BH;56;Ble;FENAY;21600;21263;t;le vernois;sur fenay;Semi-continental nord;Paysage mixte;Autres;;Autres;Plaine;;Nulle;9.60;f;Plein soleil;Nord;f;f;f;;;;;;;;;;;;;;;;Camila ANDRADE;29/05/2019;Christophe BENAS;13/12/2019;Christophe BENAS;13/12/2019;COMMUNE_0000000009745933;Fénay;FENAY;21263;716.25;135.19;1.25;3.82;3.79;2.57;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;19;1;3.82;3.79;1.25;2.57;2.55;0.02;19;1;68
PAYS DE LOIRE;PDL-34;234;Mais;FERCE;44660;44058;t;PDL-34;Le petit Landrais;OcÃ©anique Ã  semi-ocÃ©anique nord;Bocage Ã  dominante polyculture Ã©levage;Zone de polyculture-Ã©levage;Paysage mixte;Zone de polyculture-Ã©levage;Plaine;108;1 Ã  2%;6.90;t;Plein soleil;Ouest;f;t;f;;;;;;;;;;;;;;;;BÃ©atrice DEROCHE;01/07/2021;BÃ©atrice DEROCHE;10/01/2023;JÃ©rÃ©my GOURDIEN;28/04/2022;COMMUNE_0000000009743332;Fercé;FERCE;44058;1433.28;284.35;0.7;1.59;1.58;0.89;PTR;BTH;MIE;Autre prairie temporaire de 5 ans ou moins;Maïs ensilage;Blé tendre d’hiver;20;1;1.59;1.58;0.7;0.89;0.88;0.01;20;1;65
NOUVELLE-AQUITAINE;ENI_Limousin_02;242;Ble;FLAVIGNAC;87230;87066;t;Busserolles;Busserolles;Semi-ocÃ©anique Ã  semi-continental;Paysage mixte;Zone de polyculture-Ã©levage;Paysage mixte;Zone de polyculture-Ã©levage;Plaine;340;Nulle;2.20;f;Plein soleil;Nord-Ouest;f;t;f;;;;;;;;;;;;;;;;Nathalie DASTE;07/06/2021;RaphaÃ«l RAPP;05/06/2023;RaphaÃ«l RAPP;05/06/2023;COMMUNE_0000000009752377;Flavignac;FLAVIGNAC;87066;2358.21;231.45;0.36;0.91;0.9;0.55;PPH;BTH;BTH;Prairie permanente - herbe prédominante (ressources fourragères ligneuses absentes ou peu présentes);Blé tendre d’hiver;Blé tendre d’hiver;10;1;0.91;0.9;0.36;0.55;0.54;0.01;10;1;75
NOUVELLE-AQUITAINE;ENI_Limousin_11;251;Ble;FLAVIGNAC;87230;87066;t;EynanÃ§as_3;EynanÃ§as;Semi-ocÃ©anique Ã  semi-continental;Paysage mixte;Zone de polyculture-Ã©levage;Paysage mixte;Zone de polyculture-Ã©levage;Plaine;350;Nulle;4.30;f;Plein soleil;Nord-Ouest;f;f;f;;;;;;;;;;;;;;;;Nathalie DASTE;07/06/2021;CÃ©lia PETITCOLLIN;14/06/2022;RaphaÃ«l RAPP;22/03/2022;COMMUNE_0000000009752377;Flavignac;FLAVIGNAC;87066;2358.21;231.45;0.36;0.91;0.9;0.55;PPH;BTH;BTH;Prairie permanente - herbe prédominante (ressources fourragères ligneuses absentes ou peu présentes);Blé tendre d’hiver;Blé tendre d’hiver;10;1;0.91;0.9;0.36;0.55;0.54;0.01;10;1;75
NOUVELLE-AQUITAINE;ENI_Limousin_06;158;Ble;FLEURAT;23320;23082;t;BrÃ©zenty;BrÃ©zenty;Semi-ocÃ©anique Ã  semi-continental;Bocage Ã  dominante polyculture Ã©levage;Zone de polyculture-Ã©levage;Paysage mixte;Zone de polyculture-Ã©levage;Plaine;430;Nulle;2.99;f;Plein soleil;Nord-Ouest;f;t;f;;;;;;;;;;;;;;;;Nathalie DASTE;07/06/2021;RaphaÃ«l RAPP;09/06/2023;RaphaÃ«l RAPP;05/06/2023;COMMUNE_0000000009750079;Fleurat;FLEURAT;23082;778.45;0;0.3;0.67;0.67;0.38;PPH;MIE;MIE;Prairie permanente - herbe prédominante (ressources fourragères ligneuses absentes ou peu présentes);Maïs ensilage;Maïs ensilage;0;1;0.67;0.67;0.3;0.38;0.37;0;0;1;64
HAUTS-DE-FRANCE;PIC 16;396;Ble;FLEURY;80160;80317;t;Dessus du bosquet;;OcÃ©anique;Paysage mixte;Zone de grandes cultures;Open field;Zone de grandes cultures;Plaine;63;1 Ã  2%;16.23;f;Plein soleil;Nord-Est;f;f;f;;;;;;;;;;;;;;;;Vincent DUVAL;25/03/2021;HervÃ© GEORGES;22/02/2023;HervÃ© GEORGES;22/02/2023;COMMUNE_0000000009730046;Fleury;FLEURY;80317;612.53;19.02;1.64;4.6;4.59;2.96;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;3;0;4.6;4.59;1.64;2.96;2.95;0.01;3;0;65
CENTRE-VAL DE LOIRE;Centre-06;145;Ble;FONDETTES;37230;37109;t;petit barrÃ© ;Grand BarrÃ©;Semi-ocÃ©anique;Paysage mixte;Zone de grandes cultures;BÃ¢tis, milieu rural;Zone de grandes cultures;Plaine;89;Nulle;9.32;f;Plein soleil;Ouest;f;t;f;;;;;;;;;;;;;;;;Emmanuelle BOLLOTTE;20/04/2023;Emmanuelle BOLLOTTE;20/04/2023;Emmanuelle BOLLOTTE;20/04/2023;COMMUNE_0000000009745475;Fondettes;FONDETTES;37109;1097.86;147.14;1.05;2.58;2.56;1.54;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;13;1;2.58;2.56;1.05;1.54;1.51;0.03;13;1;35
GRAND-EST;12ENICA10004;21;Mais;FONTAINE;10200;10150;f;bas de fontaine;Pont Boudelin;Semi-continental nord;Open field;Zone de grandes cultures;Paysage mixte;Zone de grandes cultures;Fond de vallÃ©e;167;Nulle;9.45;f;Plein soleil;Ouest;f;f;f;;;;;;;;;;;;;;;;Alexandre FLEISCH;13/12/2022;Charly CARLIER;10/12/2018;Charly CARLIER;13/04/2017;COMMUNE_0000000009740838;Fontaine;FONTAINE;10150;313.62;45.72;0.94;4.52;4.24;3.58;CZH;vigne;CZH;Colza d’hiver;Colza d’hiver;Vigne;15;6;4.52;4.24;0.94;3.58;3.3;0.28;15;6;55
ILE-DE-FRANCE;IF-078-02;459;Ble;FONTENAY-SAINT-PERE;78440;78246;t;Les FrÃ©bourgs;La CÃ©lestine;OcÃ©anique Ã  semi-ocÃ©anique nord;Open field;Zone de grandes cultures;Paysage mixte;Zone de grandes cultures;Plateau;81;1 Ã  2%;3.31;f;Plein soleil;Sud-Ouest;f;t;f;;;;;;;;;;;;;;;;Camila ANDRADE;04/06/2019;CÃ©line GUILLEM;27/04/2023;CÃ©line GUILLEM;01/06/2023;COMMUNE_0000000009735068;Fontenay-Saint-Père;FONTENAY-SAINT-PERE;78246;654.49;0;1.8;5.19;5.14;3.39;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;0;1;5.19;5.14;1.8;3.39;3.35;0.04;0;1;50
BOURGOGNE-FRANCHE-COMTÃ‰;BOURG-10-MA;328;Mais;FRANGY-EN-BRESSE;71330;71205;t;Parcelle Moreaux;Champ de la cour;Semi-continental sud;Bocage Ã  dominante polyculture Ã©levage;Zone de polyculture-Ã©levage;;Zone de polyculture-Ã©levage;Plaine;200;Nulle;5.00;f;Plein soleil;Sud-Ouest;f;t;f;;;;;;;;;;;;;;;;Fabienne SALVI;29/04/2020;Fabienne SALVI;08/11/2022;Fabienne SALVI;17/01/2022;COMMUNE_0000000009748096;Frangy-en-Bresse;FRANGY-EN-BRESSE;71205;1755.24;65.15;0.46;0.83;0.82;0.37;PPH;MIS;SOJ;Prairie permanente - herbe prédominante (ressources fourragères ligneuses absentes ou peu présentes);Soja;Maïs;4;0;0.83;0.82;0.46;0.37;0.36;0;4;0;74
BOURGOGNE-FRANCHE-COMTÃ‰;BOURG-13-MA;333;Mais;FRANXAULT;21170;21285;t;LES VANOTTES;;Semi-continental sud;Paysage mixte;Zone de grandes cultures;;Zone de grandes cultures;Plaine;180;Nulle;5.19;f;Plein soleil;Sud-Ouest;f;t;f;;;;;;;;;;;;;;;;Dominique BRAUGE;22/11/2021;Dominique BRAUGE;28/11/2022;Dominique BRAUGE;28/11/2022;COMMUNE_0000000009746979;Franxault;FRANXAULT;21285;880.91;10.79;1.56;4.17;4.15;2.61;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;1;1;4.17;4.15;1.56;2.61;2.59;0.02;1;1;70
GRAND-EST;88183;476;Ble;FREBECOURT;88630;88183;t;FrÃ©becourt;HerbÃ©vau;Semi-continental nord;Paysage mixte;Zone de grandes cultures;Bocage Ã  dominante polyculture Ã©levage;Zone de grandes cultures;Plaine;284;2 Ã  5 %;13.00;t;Plein soleil;Sud-Ouest;f;t;f;;;;;;;;;;;;;;;;Denis MOULENES;31/05/2022;Denis MOULENES;31/05/2022;Denis MOULENES;09/06/2023;COMMUNE_0000000009739617;Frebécourt;FREBECOURT;88183;518.44;0;0.62;1.45;1.44;0.83;PPH;BTH;BTH;Prairie permanente - herbe prédominante (ressources fourragères ligneuses absentes ou peu présentes);Blé tendre d’hiver;Blé tendre d’hiver;0;1;1.45;1.44;0.62;0.83;0.82;0.01;0;1;49
HAUTS-DE-FRANCE;59249FRO;390;Ble;FROMELLES;59249;59257;t;l'Abri;;OcÃ©anique Ã  semi-ocÃ©anique nord;Open field;Zone de grandes cultures;Open field;Zone de grandes cultures;Plaine;25;Nulle;1.72;f;Semi ombragÃ©;Sud-Ouest;f;f;f;;;;;;;;;;;;;;;;Samuel BUECHE;23/07/2020;Samuel BUECHE;11/03/2021;Samuel BUECHE;07/12/2020;COMMUNE_0000000009727352;Fromelles;FROMELLES;59257;634.46;0;1.55;6.54;6.42;4.99;BTH;PTC;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Pomme de terre de consommation;0;2;6.54;6.42;1.55;4.99;4.87;0.12;0;2;73
NOUVELLE-AQUITAINE;AQ-025;214;Vigne;FRONTENAC;33760;33175;f;Frontenac;La Grelaude;OcÃ©anique;Open field;Bassin viticole;Paysage mixte;Bassin viticole;Plateau;30;1 Ã  2%;0.80;f;Semi ombragÃ©;Ouest;f;t;f;;Dans le sens de la pente ;1996;2.50;Vigne;Oui (mÃ©thode inconnue);f;f;f;f;f;;0.0;0.0;;CÃ©lia PETITCOLLIN;21/03/2023;Nathalie DASTE;16/12/2020;Nathalie DASTE;31/01/2022;COMMUNE_0000000009756094;Frontenac;FRONTENAC;33175;777.32;186.23;0.33;10.95;8.48;10.62;vigne;vigne;FVL;Vigne;Féverole semée avant le 31/05;Vigne;24;23;10.95;8.48;0.33;10.62;8.15;2.47;24;23;54
ILE-DE-FRANCE;IF-095-03;511;Ble;FROUVILLE;95690;95258;t;La Grande PiÃ¨ce;La Remise des Cinq Arpents;OcÃ©anique Ã  semi-ocÃ©anique nord;Open field;Zone de grandes cultures;Open field;Zone de grandes cultures;Plateau;95;1 Ã  2%;19.69;f;Plein soleil;Ouest;f;f;f;;;;;;;;;;;;;;;;Camila ANDRADE;04/06/2019;CÃ©line GUILLEM;09/01/2023;CÃ©line GUILLEM;16/01/2023;COMMUNE_0000000009733509;Frouville;FROUVILLE;95258;416.23;0;1.8;5.12;5.07;3.32;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;0;1;5.12;5.07;1.8;3.32;3.27;0.05;0;1;56
